## Tue Apr 25 21:45:21 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_32ilws39 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_32ilws39 --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_32ilws39/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_259429993.1	1188240.MYEA_6650	3.63e-90	265.0	COG0822@1|root,COG0822@2|Bacteria,3WTKH@544448|Tenericutes	544448|Tenericutes	C	NifU-like N terminal domain	nifU	-	-	ko:K04488	-	-	-	-	ko00000	-	-	-	NifU_N
WP_259429994.1	1188240.MYEA_6660	1.48e-122	350.0	COG0212@1|root,COG0212@2|Bacteria,3WTGU@544448|Tenericutes	544448|Tenericutes	H	5-formyltetrahydrofolate cyclo-ligase family	-	-	6.3.3.2	ko:K01934	ko00670,ko01100,map00670,map01100	-	R02301	RC00183	ko00000,ko00001,ko01000	-	-	-	5-FTHF_cyc-lig
WP_259429995.1	1188240.MYEA_6670	9.32e-311	846.0	COG0166@1|root,COG0166@2|Bacteria,3WSUT@544448|Tenericutes	544448|Tenericutes	G	Glucose-6-phosphate isomerase	pgi	-	5.3.1.9	ko:K01810	ko00010,ko00030,ko00500,ko00520,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00030,map00500,map00520,map01100,map01110,map01120,map01130,map01200	M00001,M00004,M00114	R02739,R02740,R03321	RC00376,RC00563	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	PGI
WP_259429996.1	1188240.MYEA_4020	1.26e-91	288.0	COG1322@1|root,COG1322@2|Bacteria,3WTE9@544448|Tenericutes	544448|Tenericutes	S	RmuC family	rmuC	-	-	ko:K09760	-	-	-	-	ko00000	-	-	-	RmuC
WP_259429997.1	1188240.MYEA_6710	7.73e-201	557.0	COG0313@1|root,COG0313@2|Bacteria,3WSYS@544448|Tenericutes	544448|Tenericutes	H	Catalyzes the 2'-O-methylation of the ribose of cytidine 1402 (C1402) in 16S rRNA	rsmI	-	2.1.1.198	ko:K07056	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	TP_methylase
WP_259429998.1	1188240.MYEA_6720	3.73e-71	216.0	29ZV5@1|root,30MWB@2|Bacteria,3WTVJ@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_259429999.1	1188240.MYEA_6760	1.51e-182	510.0	COG0484@1|root,COG0484@2|Bacteria,3WUST@544448|Tenericutes	544448|Tenericutes	O	DnaJ molecular chaperone homology domain	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_259430000.1	1188240.MYEA_6780	0.0	1827.0	COG0060@1|root,COG0060@2|Bacteria,3WSX7@544448|Tenericutes	544448|Tenericutes	J	amino acids such as valine, to avoid such errors it has two additional distinct tRNA(Ile)-dependent editing activities. One activity is designated as 'pretransfer' editing and involves the hydrolysis of activated Val-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Val-tRNA(Ile)	ileS	-	6.1.1.5	ko:K01870	ko00970,map00970	M00359,M00360	R03656	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	Anticodon_1,tRNA-synt_1,zf-FPG_IleRS
WP_259430001.1	1188240.MYEA_6790	1.07e-135	384.0	COG0597@1|root,COG0597@2|Bacteria,3WTHI@544448|Tenericutes	544448|Tenericutes	MU	This protein specifically catalyzes the removal of signal peptides from prolipoproteins	lsp	-	3.4.23.36	ko:K03101	ko03060,map03060	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Peptidase_A8
WP_259430002.1	1188240.MYEA_6800	1.15e-206	573.0	COG0564@1|root,COG0564@2|Bacteria,3WT4B@544448|Tenericutes	544448|Tenericutes	J	Responsible for synthesis of pseudouridine from uracil	rluD	-	5.4.99.23	ko:K06180	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	PseudoU_synth_2,S4
WP_259430003.1	1188240.MYEA_6810	9.75e-280	768.0	COG0705@1|root,COG0705@2|Bacteria,3WT8C@544448|Tenericutes	544448|Tenericutes	S	Rhomboid family	-	-	3.4.21.105	ko:K19225	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	-
WP_259430004.1	743965.MPUT_0490	2.78e-103	299.0	COG2131@1|root,COG2131@2|Bacteria,3WTJG@544448|Tenericutes	544448|Tenericutes	F	Deoxycytidylate deaminase	comEB	-	3.5.4.12	ko:K01493	ko00240,ko01100,map00240,map01100	M00429	R01663	RC00074	ko00000,ko00001,ko00002,ko01000,ko02044	-	-	-	dCMP_cyt_deam_1
WP_259430005.1	1188240.MYEA_6830	5.75e-64	196.0	COG0736@1|root,COG0736@2|Bacteria,3WTRQ@544448|Tenericutes	544448|Tenericutes	I	Transfers the 4'-phosphopantetheine moiety from coenzyme A to a Ser of acyl-carrier-protein	acpS	-	2.7.8.7	ko:K00997	ko00770,map00770	-	R01625	RC00002	ko00000,ko00001,ko01000	-	-	-	ACPS
WP_259430006.1	1188240.MYEA_6840	4.26e-113	324.0	COG0262@1|root,COG0262@2|Bacteria,3WTUP@544448|Tenericutes	544448|Tenericutes	H	Dihydrofolate reductase	folA	-	1.5.1.3	ko:K00287	ko00670,ko00790,ko01100,ko01523,map00670,map00790,map01100,map01523	M00126,M00840	R00936,R00937,R00939,R00940,R02235,R02236,R11765	RC00109,RC00110,RC00158	ko00000,ko00001,ko00002,ko01000	-	-	-	DHFR_1
WP_259430007.1	1188240.MYEA_6850	1e-204	576.0	COG0204@1|root,COG0204@2|Bacteria,3WTAB@544448|Tenericutes	544448|Tenericutes	I	1-acyl-sn-glycerol-3-phosphate acyltransferase	plsC	-	2.3.1.51	ko:K00655	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110	M00089	R02241,R09381	RC00004,RC00037,RC00039	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	Acyltransferase
WP_259430008.1	1188240.MYEA_6860	2.31e-277	758.0	COG0579@1|root,COG0579@2|Bacteria,3WSV0@544448|Tenericutes	544448|Tenericutes	S	FAD dependent oxidoreductase	glpO	-	1.1.5.3	ko:K00111	ko00564,ko01110,map00564,map01110	-	R00848	RC00029	ko00000,ko00001,ko01000	-	-	-	DAO
WP_259430009.1	1188240.MYEA_6870	0.0	995.0	COG0554@1|root,COG0554@2|Bacteria,3WT3H@544448|Tenericutes	544448|Tenericutes	F	Key enzyme in the regulation of glycerol uptake and metabolism. Catalyzes the phosphorylation of glycerol to yield sn- glycerol 3-phosphate	glpK	GO:0003674,GO:0003824,GO:0004370,GO:0005975,GO:0006066,GO:0006071,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019400,GO:0019751,GO:0044237,GO:0044238,GO:0044262,GO:0044281,GO:0071704,GO:1901615	2.7.1.30	ko:K00864	ko00561,ko01100,ko03320,ko04626,map00561,map01100,map03320,map04626	-	R00847	RC00002,RC00017	ko00000,ko00001,ko01000,ko04147	-	-	-	FGGY_C,FGGY_N
WP_259430010.1	1188240.MYEA_6880	4.87e-158	445.0	COG0580@1|root,COG0580@2|Bacteria,3WTB6@544448|Tenericutes	544448|Tenericutes	U	Belongs to the MIP aquaporin (TC 1.A.8) family	glpF	-	-	ko:K02440	-	-	-	-	ko00000,ko02000	1.A.8.1,1.A.8.2	-	-	MIP
WP_259430011.1	1188240.MYEA_5610	1.43e-243	675.0	29ZUD@1|root,30MVG@2|Bacteria,3WTTY@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_259430012.1	272632.MSC_0215	5.16e-141	402.0	2CJP6@1|root,2Z7MS@2|Bacteria,3WTBI@544448|Tenericutes	544448|Tenericutes	L	Eco47II restriction endonuclease	-	-	3.1.21.4	ko:K01155	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	RE_Eco47II
WP_259430013.1	880447.MSB_A0252	4.6e-213	592.0	COG0270@1|root,COG0270@2|Bacteria,3WT0K@544448|Tenericutes	544448|Tenericutes	H	Methyltransferase	dcm	-	2.1.1.37	ko:K00558	ko00270,ko01100,ko05206,map00270,map01100,map05206	M00035	R04858	RC00003,RC00332	ko00000,ko00001,ko00002,ko01000,ko02048,ko03032,ko03036	-	-	-	DNA_methylase
WP_259430014.1	1188240.MYEA_5590	4.51e-205	568.0	COG0194@1|root,COG0194@2|Bacteria,3WTI6@544448|Tenericutes	544448|Tenericutes	F	Essential for recycling GMP and indirectly, cGMP	gmk	-	2.7.4.8	ko:K00942	ko00230,ko01100,map00230,map01100	M00050	R00332,R02090	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	Guanylate_kin
WP_259430015.1	1188240.MYEA_5580	4.26e-133	377.0	COG0742@1|root,COG0742@2|Bacteria,3WTDA@544448|Tenericutes	544448|Tenericutes	L	Conserved hypothetical protein 95	-	-	-	-	-	-	-	-	-	-	-	-	Cons_hypoth95
WP_259430016.1	1188240.MYEA_5570	1.21e-142	402.0	COG0242@1|root,COG0242@2|Bacteria,3WTGP@544448|Tenericutes	544448|Tenericutes	J	Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions	def	-	3.5.1.88	ko:K01462	-	-	-	-	ko00000,ko01000	-	-	-	Pep_deformylase
WP_259430017.1	1188240.MYEA_5560	1.36e-217	601.0	COG1484@1|root,COG1484@2|Bacteria,3WU00@544448|Tenericutes	544448|Tenericutes	L	IstB-like ATP binding protein	dnaI	-	-	ko:K11144	-	-	-	-	ko00000,ko03032	-	-	-	IstB_IS21
WP_259430018.1	1188240.MYEA_5550	2.32e-280	768.0	COG3611@1|root,COG3611@2|Bacteria,3WT45@544448|Tenericutes	544448|Tenericutes	L	Replication initiation and membrane attachment	dnaB	-	-	ko:K03346	-	-	-	-	ko00000,ko03032	-	-	-	DnaB_2
WP_259430019.1	1188240.MYEA_5540	9e-189	525.0	COG0266@1|root,COG0266@2|Bacteria,3WT57@544448|Tenericutes	544448|Tenericutes	L	Involved in base excision repair of DNA damaged by oxidation or by mutagenic agents. Acts as DNA glycosylase that recognizes and removes damaged bases. Has a preference for oxidized purines, such as 7,8-dihydro-8-oxoguanine (8-oxoG). Has AP (apurinic apyrimidinic) lyase activity and introduces nicks in the DNA strand. Cleaves the DNA backbone by beta-delta elimination to generate a single-strand break at the site of the removed base with both 3'- and 5'-phosphates	mutM	-	3.2.2.23,4.2.99.18	ko:K10563	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	CoaE,Fapy_DNA_glyco,H2TH,zf-FPG_IleRS
WP_259430020.1	1188240.MYEA_5530	0.0	1721.0	COG0258@1|root,COG0749@1|root,COG0258@2|Bacteria,COG0749@2|Bacteria,3WT2S@544448|Tenericutes	544448|Tenericutes	L	In addition to polymerase activity, this DNA polymerase exhibits 5'-3' exonuclease activity	polA	-	2.7.7.7	ko:K02335	ko00230,ko00240,ko01100,ko03030,ko03410,ko03420,ko03440,map00230,map00240,map01100,map03030,map03410,map03420,map03440	-	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko01000,ko03032,ko03400	-	-	-	5_3_exonuc,5_3_exonuc_N,DNA_pol_A
WP_259430021.1	1188240.MYEA_5520	0.0	1903.0	COG0587@1|root,COG0587@2|Bacteria,3WT1V@544448|Tenericutes	544448|Tenericutes	L	dna polymerase	dnaE	-	2.7.7.7	ko:K02337	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	DNA_pol3_alpha,HHH_6,PHP
WP_259430022.1	1188240.MYEA_5510	1.51e-278	762.0	COG0301@1|root,COG0301@2|Bacteria,3WT3B@544448|Tenericutes	544448|Tenericutes	H	Catalyzes the ATP-dependent transfer of a sulfur to tRNA to produce 4-thiouridine in position 8 of tRNAs, which functions as a near-UV photosensor. Also catalyzes the transfer of sulfur to the sulfur carrier protein ThiS, forming ThiS-thiocarboxylate. This is a step in the synthesis of thiazole, in the thiamine biosynthesis pathway. The sulfur is donated as persulfide by IscS	thiI	-	2.8.1.4	ko:K03151	ko00730,ko01100,ko04122,map00730,map01100,map04122	-	R07461	-	ko00000,ko00001,ko01000,ko03016	-	-	-	THUMP,ThiI
WP_259430023.1	1188240.MYEA_5500	0.0	1081.0	2FI6R@1|root,349ZD@2|Bacteria,3WTBR@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_259430033.1	1188240.MYEA_5490	2.88e-48	160.0	2A03S@1|root,30N6A@2|Bacteria,3WU8K@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fic
WP_259430034.1	272632.MSC_0696	0.0	1181.0	COG3590@1|root,COG3590@2|Bacteria,3WSXY@544448|Tenericutes	544448|Tenericutes	O	Peptidase family M13	pepO	-	-	ko:K07386	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_M13,Peptidase_M13_N
WP_259430036.1	1188240.MYEA_5480	0.0	872.0	COG0055@1|root,COG0055@2|Bacteria,3WSWJ@544448|Tenericutes	544448|Tenericutes	C	ATP synthase	atpD-2	-	3.6.3.14	ko:K02112	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194,ko01000	3.A.2.1	-	-	ATP-synt_ab
WP_259430037.1	1188240.MYEA_5470	0.0	984.0	COG0056@1|root,COG0056@2|Bacteria,3WSUY@544448|Tenericutes	544448|Tenericutes	C	ATP synthase	atpA-2	-	3.6.3.14	ko:K02111	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194,ko01000	3.A.2.1	-	-	ATP-synt_ab,ATP-synt_ab_C
WP_259430038.1	1188240.MYEA_5460	0.0	1239.0	2F061@1|root,33T9M@2|Bacteria,3WT8N@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_259430039.1	1188240.MYEA_5450	6.42e-96	280.0	2CKAB@1|root,34AM4@2|Bacteria,3WTPN@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_259430040.1	1188240.MYEA_5440	1.05e-197	549.0	2F0HB@1|root,33TK5@2|Bacteria,3WT8P@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ATP-synt
WP_259430041.1	1188240.MYEA_5430	1.58e-106	308.0	29ZS0@1|root,30MSY@2|Bacteria,3WTPU@544448|Tenericutes	544448|Tenericutes	S	Protein of unknown function (DUF2714)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2714
WP_259430042.1	1188240.MYEA_5420	1.04e-77	248.0	2CC68@1|root,33PXC@2|Bacteria,3WTNR@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_259430044.1	1188240.MYEA_5410	0.0	1537.0	2EZST@1|root,33SXH@2|Bacteria,3WT3P@544448|Tenericutes	544448|Tenericutes	S	Putative peptidase (DUF31)	-	-	-	-	-	-	-	-	-	-	-	-	DUF31,Lipoprotein_17
WP_259430045.1	1188240.MYEA_0010	1.47e-85	270.0	COG5421@1|root,COG5421@2|Bacteria,3WU37@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_1
WP_259430049.1	1188240.MYEA_5380	1.83e-141	400.0	COG0522@1|root,COG0522@2|Bacteria,3WT9S@544448|Tenericutes	544448|Tenericutes	J	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit	rpsD	-	-	ko:K02986	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S4,S4
WP_259430050.1	1188240.MYEA_5370	0.0	874.0	COG2211@1|root,COG2211@2|Bacteria,3WT3V@544448|Tenericutes	544448|Tenericutes	G	Major facilitator Superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
WP_259430051.1	1188240.MYEA_5350	8.29e-292	797.0	COG0162@1|root,COG0162@2|Bacteria,3WSW6@544448|Tenericutes	544448|Tenericutes	J	Catalyzes the attachment of tyrosine to tRNA(Tyr) in a two-step reaction tyrosine is first activated by ATP to form Tyr- AMP and then transferred to the acceptor end of tRNA(Tyr)	tyrS	-	6.1.1.1	ko:K01866	ko00970,map00970	M00359,M00360	R02918	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	S4,tRNA-synt_1b
WP_259430052.1	1188240.MYEA_5340	1.95e-250	687.0	COG1488@1|root,COG1488@2|Bacteria,3WSVB@544448|Tenericutes	544448|Tenericutes	H	Catalyzes the synthesis of beta-nicotinate D- ribonucleotide from nicotinate and 5-phospho-D-ribose 1-phosphate at the expense of ATP	pncB	-	6.3.4.21	ko:K00763	ko00760,ko01100,map00760,map01100	-	R01724	RC00033	ko00000,ko00001,ko01000	-	-	-	NAPRTase,QRPTase_C,QRPTase_N
WP_259430053.1	1188240.MYEA_5330	4.35e-137	388.0	COG0073@1|root,COG0073@2|Bacteria,3WTDW@544448|Tenericutes	544448|Tenericutes	J	Putative tRNA binding domain	pheT	-	-	ko:K06878	-	-	-	-	ko00000	-	-	-	tRNA_bind
WP_259430054.1	1188240.MYEA_5310	6.5e-186	518.0	COG1307@1|root,COG1307@2|Bacteria,3WT8T@544448|Tenericutes	544448|Tenericutes	S	Uncharacterised protein, DegV family COG1307	degV2	-	-	-	-	-	-	-	-	-	-	-	DegV
WP_259430056.1	1188240.MYEA_5270	1.79e-53	171.0	2B6I2@1|root,31ZGC@2|Bacteria,3WUW9@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_259430057.1	1188240.MYEA_5260	1.52e-98	287.0	COG0735@1|root,COG0735@2|Bacteria,3WTHW@544448|Tenericutes	544448|Tenericutes	P	Ferric uptake regulator family	fur	-	-	ko:K03711,ko:K09825	-	-	-	-	ko00000,ko03000	-	-	-	FUR
WP_259430058.1	1188240.MYEA_5240	1.14e-71	216.0	2BKCY@1|root,32ETJ@2|Bacteria,3WTT9@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_259430059.1	1188240.MYEA_5230	9.34e-253	694.0	29ZKS@1|root,30MM8@2|Bacteria,3WTDY@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_259430060.1	1188240.MYEA_5210	4.06e-212	586.0	COG1131@1|root,COG1131@2|Bacteria,3WSYM@544448|Tenericutes	544448|Tenericutes	V	AAA domain, putative AbiEii toxin, Type IV TA system	yxlF_2	-	-	ko:K01990	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC2_membrane_2,ABC_tran
WP_259430061.1	1188240.MYEA_5200	3.55e-159	448.0	COG1277@1|root,COG1277@2|Bacteria,3WTMX@544448|Tenericutes	544448|Tenericutes	S	ABC-type transport system involved in multi-copper enzyme maturation permease component	-	-	-	ko:K01992	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	-
WP_259430062.1	1188240.MYEA_5190	2.66e-315	858.0	COG0213@1|root,COG0213@2|Bacteria,3WSZV@544448|Tenericutes	544448|Tenericutes	F	phosphorylase	deoA	-	2.4.2.2,2.4.2.4	ko:K00756,ko:K00758	ko00240,ko00983,ko01100,ko05219,map00240,map00983,map01100,map05219	-	R01570,R01876,R02296,R02484,R08222,R08230	RC00063	ko00000,ko00001,ko01000	-	-	-	Glycos_trans_3N,Glycos_transf_3,PYNP_C
WP_259430063.1	1188240.MYEA_5180	0.0	965.0	2EWBJ@1|root,33PQA@2|Bacteria,3WT4V@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_259430064.1	1188240.MYEA_5170	0.0	1617.0	COG0495@1|root,COG0495@2|Bacteria,3WSW3@544448|Tenericutes	544448|Tenericutes	J	Belongs to the class-I aminoacyl-tRNA synthetase family	leuS	-	6.1.1.4	ko:K01869	ko00970,map00970	M00359,M00360	R03657	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	Anticodon_1,tRNA-synt_1,tRNA-synt_1_2,tRNA-synt_1g
WP_259430065.1	880447.MSB_A0232	1.34e-305	842.0	COG0366@1|root,COG0366@2|Bacteria,3WSXJ@544448|Tenericutes	544448|Tenericutes	G	Alpha-amylase domain	dexB	-	3.2.1.10,3.2.1.20,3.2.1.70,3.2.1.93	ko:K01182,ko:K01187,ko:K01215,ko:K01226	ko00052,ko00500,ko01100,map00052,map00500,map01100	-	R00028,R00801,R00802,R00837,R01718,R01791,R06087,R06088,R06113,R06199	RC00028,RC00049,RC00059,RC00077,RC00451	ko00000,ko00001,ko01000	-	GH13,GH31	-	Alpha-amylase
WP_259430066.1	1179777.D500_0501	0.0	1321.0	COG1554@1|root,COG1554@2|Bacteria,3WT2U@544448|Tenericutes	544448|Tenericutes	G	Glycosyl hydrolase family 65 central catalytic domain	treP	-	2.4.1.64,2.4.1.8	ko:K00691,ko:K04844,ko:K05342	ko00500,ko01100,map00500,map01100	-	R01555,R02727	RC00049	ko00000,ko00001,ko01000	-	GH65	-	Glyco_hydro_65C,Glyco_hydro_65N,Glyco_hydro_65m
WP_259430067.1	1179777.D500_0500	4.47e-223	619.0	COG3842@1|root,COG3842@2|Bacteria,3WSVK@544448|Tenericutes	544448|Tenericutes	P	Belongs to the ABC transporter superfamily	malK	-	-	ko:K10112	ko02010,map02010	M00194,M00196,M00197,M00200,M00201,M00206,M00207,M00491,M00602,M00605,M00606	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.1	-	-	ABC_tran,TOBE,TOBE_2
WP_259430068.1	880447.MSB_A0229	0.0	1201.0	COG3833@1|root,COG3833@2|Bacteria,3WT1G@544448|Tenericutes	544448|Tenericutes	P	ABC transporter permease	malD	-	-	ko:K15772	ko02010,map02010	M00491	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.1.16,3.A.1.1.2	-	-	BPD_transp_1
WP_259430069.1	880447.MSB_A0228	1.1e-232	662.0	COG1175@1|root,COG1175@2|Bacteria,3WT6W@544448|Tenericutes	544448|Tenericutes	G	ABC transporter permease	malC	-	-	ko:K15771	ko02010,map02010	M00491	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.1.16,3.A.1.1.2	-	-	BPD_transp_1
WP_259430070.1	880447.MSB_A0228	1.2e-99	313.0	COG1175@1|root,COG1175@2|Bacteria,3WT6W@544448|Tenericutes	544448|Tenericutes	G	ABC transporter permease	malC	-	-	ko:K15771	ko02010,map02010	M00491	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.1.16,3.A.1.1.2	-	-	BPD_transp_1
WP_259430071.1	880447.MSB_A0227	7.87e-73	223.0	2B6BJ@1|root,31Z96@2|Bacteria,3WUK3@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_259430072.1	880447.MSB_A0225	2.85e-250	707.0	2A07R@1|root,30NAY@2|Bacteria,3WUEE@544448|Tenericutes	880447.MSB_A0225|-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_259430073.1	1123302.KB904183_gene1020	3.5e-183	534.0	COG0366@1|root,COG0366@2|Bacteria,1TNZ0@1239|Firmicutes,4HB67@91061|Bacilli	91061|Bacilli	G	Belongs to the glycosyl hydrolase 13 family	-	-	3.2.1.133,3.2.1.135,3.2.1.54	ko:K01208	ko00500,ko01100,map00500,map01100	-	R02112,R03122,R11262	-	ko00000,ko00001,ko01000	-	GH13	-	Alpha-amylase,Alpha-amylase_N
WP_259430074.1	140626.JHWB01000009_gene1842	4e-196	583.0	COG0366@1|root,COG0366@2|Bacteria,1TSVI@1239|Firmicutes,24DTG@186801|Clostridia	186801|Clostridia	G	Alpha amylase catalytic	-	-	-	-	-	-	-	-	-	-	-	-	Alpha-amylase,CBM_20,TIG
WP_259430075.1	1188240.MYEA_2130	2.56e-246	687.0	COG5421@1|root,COG5421@2|Bacteria,3WTSB@544448|Tenericutes	544448|Tenericutes	L	hmm pf01609	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_1
WP_259430076.1	1179777.D500_0105	2.4e-99	293.0	COG0637@1|root,COG0637@2|Bacteria,3WTE2@544448|Tenericutes	544448|Tenericutes	S	beta-phosphoglucomutase	pgmB	-	5.4.2.6	ko:K01838	ko00500,map00500	-	R02728,R11310	RC00408	ko00000,ko00001,ko01000	-	-	-	HAD_2
WP_259430077.1	880447.MSB_A0224	1.41e-313	868.0	COG0366@1|root,COG0366@2|Bacteria,3WTA4@544448|Tenericutes	544448|Tenericutes	G	Alpha amylase, N-terminal ig-like domain	nplT	-	3.2.1.133,3.2.1.135,3.2.1.54	ko:K01208	ko00500,ko01100,map00500,map01100	-	R02112,R03122,R11262	-	ko00000,ko00001,ko01000	-	GH13	-	Alpha-amylase,Alpha-amylase_N
WP_259430078.1	880447.MSB_A0224	6.7e-302	838.0	COG0366@1|root,COG0366@2|Bacteria,3WTA4@544448|Tenericutes	544448|Tenericutes	G	Alpha amylase, N-terminal ig-like domain	nplT	-	3.2.1.133,3.2.1.135,3.2.1.54	ko:K01208	ko00500,ko01100,map00500,map01100	-	R02112,R03122,R11262	-	ko00000,ko00001,ko01000	-	GH13	-	Alpha-amylase,Alpha-amylase_N
WP_259430079.1	880447.MSB_A0224	1.33e-284	794.0	COG0366@1|root,COG0366@2|Bacteria,3WTA4@544448|Tenericutes	544448|Tenericutes	G	Alpha amylase, N-terminal ig-like domain	nplT	-	3.2.1.133,3.2.1.135,3.2.1.54	ko:K01208	ko00500,ko01100,map00500,map01100	-	R02112,R03122,R11262	-	ko00000,ko00001,ko01000	-	GH13	-	Alpha-amylase,Alpha-amylase_N
WP_259430080.1	1188240.MYEA_6600	6.62e-95	290.0	COG2801@1|root,COG2801@2|Bacteria,3WU14@544448|Tenericutes	544448|Tenericutes	L	Transposase and inactivated derivatives	-	-	-	-	-	-	-	-	-	-	-	-	rve
WP_259430082.1	1188240.MYEA_6600	5.46e-77	243.0	COG2801@1|root,COG2801@2|Bacteria,3WU14@544448|Tenericutes	544448|Tenericutes	L	Transposase and inactivated derivatives	-	-	-	-	-	-	-	-	-	-	-	-	rve
WP_259430083.1	1188240.MYEA_6600	0.0	969.0	COG2801@1|root,COG2801@2|Bacteria,3WU14@544448|Tenericutes	544448|Tenericutes	L	Transposase and inactivated derivatives	-	-	-	-	-	-	-	-	-	-	-	-	rve
